currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,GRF,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Weight
17646,808.88,777.65,755.46,761.08,775.77,-55.66,-828.61,576.17,5.05,-0.08,-0.74,-210.75,3530,0,-0.674525,-1.78315,-369.035,20446.9,-26790.6,-3315.56,-570.596,-55.406,0,56
17682,808.58,778.18,755.6,761.82,776.04,-56.15,-833.01,613.77,1.02,-2,1.32,-221.62,3537,0,-0.0310194,0.707534,-375.358,19984.5,-27281.1,-3515.97,-570.68,-53.2415,0,56
17718,809.08,778.64,755.49,762,776.3,-35.16,-797.85,638.18,2.99,1.07,0.09,-232.35,3545,0,0.993568,-0.988135,-383.524,19959.7,-27816.8,-3238.77,-570.529,-52.0429,0,56
17754,809.72,778.48,755.53,762.33,776.52,-72.75,-835.45,603.52,2.05,-4.6,0.62,-237.12,3552,0,1.58508,-0.897513,-391.874,19750.8,-28449.3,-2948.77,-570.598,-50.4006,0,56
17790,808.97,778.44,755.61,762.97,776.5,-70.8,-823.24,609.86,0.14,-2.4,2.02,-241.65,3559,0,5.0831,-7.58208,-400.013,20764.7,-28949.3,-1823.38,-570.371,-51.9102,0,56
17828,808.31,778.19,755.46,762.76,776.18,-62.01,-820.31,630.86,0.83,-4.21,1.81,-237.94,3567,0,7.66571,-3.55324,-398.086,20343.9,-28873.5,-1747.9,-570.531,-51.1041,0,56
17864,808.44,777.45,755.59,762.79,776.07,-44.43,-800.29,636.72,4.76,-2.31,2.21,-229.58,3574,0,9.91406,-2.15122,-393.621,19387.3,-28375.1,-1426.54,-570.087,-49.2537,0,56
17900,808.48,776.91,755.53,763.1,776.01,-54.69,-806.15,634.77,1.7,0.96,1.47,-231.48,3581,0,12.7467,-5.1561,-386.161,19715.6,-27684.5,-658.725,-569.692,-51.0556,0,56
17936,808.23,776.64,755.51,762.67,775.76,-54.69,-825.2,610.35,-4.04,0.67,3.75,-222.52,3588,0,13.187,-5.74666,-384.29,20109.1,-27778.2,-248.169,-570.285,-52.328,0,56
17971,808.52,776.02,755.42,762.24,775.55,-55.18,-811.04,625,4.53,1.44,-2.95,-214.53,3595,0,15.6354,-7.00084,-379.811,19720.4,-27399.1,-8.40155,-570.139,-51.9217,0,56
18007,808.93,775.35,755.39,761.89,775.39,-59.57,-801.27,642.58,-0.98,0.53,2.27,-206.32,3602,0,19.925,-10.7003,-375.441,20346.9,-26844.8,572.844,-569.502,-54.1948,0,56
18045,808.53,774.87,755.41,761.89,775.17,-70.31,-810.06,625,1.41,1.64,0,-200.5,3610,0,21.3565,-10.1329,-368.657,20789.6,-26555.8,279.163,-570.034,-56.393,0,56
18081,807.34,774.84,755.43,762,774.9,-43.95,-826.66,623.05,3.18,0.92,-1.93,-197.26,3617,0,22.6706,-11.9583,-362.588,21053.4,-26021.4,612.737,-569.766,-58.0642,0,56
18117,806.43,774.28,755.46,761.92,774.52,-56.15,-786.62,651.37,6.15,3.65,-0.69,-187.82,3624,0,23.7756,-6.48489,-353.831,20104.8,-25297.7,157.313,-569.497,-56.8198,0,56
18153,804.6,774.39,755.49,761.76,774.06,-67.87,-826.17,610.84,2.97,-0.76,-2.07,-179.3,3632,0,23.4142,-0.0547366,-347.221,19344.7,-24916.7,-612.674,-569.76,-55.7131,0,56
18189,800.46,774.15,755.52,761.33,772.86,-76.66,-811.52,633.3,-2.28,1.51,-1.22,-156.07,3639,0,22.2613,-0.236079,-336.453,18244.1,-24227,-801.668,-570.007,-54.2249,0,56
18225,794.42,773.94,755.53,761.35,771.31,-36.62,-783.69,664.06,-8.82,-1.12,-0.75,-133.55,3646,0,22.3981,3.03961,-321.092,16307.6,-22905.7,-1763.15,-569.337,-50.7865,0,56
18263,789.34,774.05,755.51,761.05,769.99,-61.52,-819.82,625.49,-2.56,1.03,-3.4,-113.28,3654,0,21.189,6.76548,-281.411,12787.3,-19892.6,-2494.1,-568.689,-45.435,0,56
18299,785.58,773.43,755.48,760.52,768.75,-63.96,-818.85,614.75,-12.31,5.4,-3.05,-88.19,3661,0,20.2164,7.96526,-256.582,9761.98,-17779.8,-2701.34,-567.295,-38.0448,0,56
18335,782.7,772.58,755.43,760.02,767.68,-52.73,-826.66,601.07,-6.08,4.2,-0.35,-65.58,3668,0,17.834,6.67887,-238.589,8641.48,-16478.7,-2789.14,-567.067,-36.219,0,56
18371,785.03,771.73,755.33,759.54,767.91,-48.34,-808.11,613.77,2.11,-2.96,-0.43,-62.06,3675,0,16.3165,6.91549,-211.43,6970.74,-14283.9,-2691.27,-565.557,-32.9689,0,56
18407,785.2,770.95,755.3,759.51,767.74,-83.5,-813.96,625,-0.5,-2.33,0.72,-56.66,3682,0,17.3183,4.80787,-210.86,8191.09,-14317,-2269.69,-565.898,-38.8442,0,56
18442,786.57,770.08,755.28,759.38,767.83,-73.24,-816.41,622.56,3.44,-3.5,1.15,-52.99,3689,0,17.5868,4.34181,-215.692,10093.4,-14933.9,-2052.25,-567.237,-46.7967,0,56
18480,788.62,769.96,755.34,759.34,768.31,5.86,-792.97,692.87,9.79,-1.53,-2.49,-57.05,3697,0,16.6974,5.51801,-211.569,10424.2,-14716.6,-1659.45,-567.559,-49.2707,0,56
18516,789.73,770.05,755.28,758.97,768.51,-41.99,-796.87,631.35,-1.18,3.45,-4.65,-57.54,3704,0,15.7084,5.13968,-222.951,11974.5,-15815.1,-1662.93,-568.936,-53.7075,0,56
18552,791.26,770.74,755.3,758.77,769.02,-28.32,-775.39,671.87,-0.92,3.38,-0.89,-64.77,3711,0,14.1948,3.67565,-232.094,12910.3,-16667.3,-2068.7,-569.813,-55.625,0,56
18588,792.81,771.68,755.35,758.28,769.53,-47.85,-824.71,608.89,-13.42,5.47,-2.92,-69.23,3719,0,13.9924,2.66717,-239.337,13834.1,-17131.3,-2234.16,-569.579,-57.802,0,56
18623,794.25,772.39,755.33,758.35,770.08,-55.66,-848.63,591.8,0.06,2.35,-1.05,-81.41,3726,0,18.1763,4.46916,-251.842,14688,-17599.8,-2300.8,-567.884,-58.3221,0,56
18660,794.93,772.85,755.32,758.72,770.46,-44.92,-805.66,623.05,5.86,-4.7,-1.76,-93.41,3733,0,23.804,3.81044,-259.8,15321.8,-17716.9,-2447.97,-566.194,-58.9753,0,56
18697,795.22,773.26,755.45,758.84,770.69,-55.66,-813.48,620.61,-0.73,-0.63,1.41,-96.1,3740,0,23.2659,2.3128,-271.438,15849.8,-18607.1,-2666.41,-566.55,-58.3921,0,56
18733,795.15,773.32,755.39,758.64,770.63,-61.04,-817.87,612.79,-2.15,2.44,-0.16,-94.77,3748,0,20.4705,6.10108,-277.958,15539.6,-19311,-3152.56,-567.475,-55.9062,0,56
18769,794.76,772.33,755.38,758.37,770.21,-65.43,-807.62,630.37,-1.02,0.85,-1.95,-81.8,3755,0,24.4626,9.9502,-280.882,15195.9,-19276.2,-3009.27,-566.628,-54.1008,0,56
18805,794.83,771.27,755.28,757.71,769.77,-67.38,-813.48,613.28,-3.42,-0.98,0.76,-66.3,3762,0,24.1859,9.3554,-274.493,15178.7,-18803.8,-2888.8,-566.504,-55.2978,0,56
18840,794.09,770.43,755.18,756.98,769.17,-44.43,-798.83,603.52,-5.64,2.22,-0.53,-48.73,3769,0,20.8117,7.8349,-264.932,15415.3,-18520.3,-2749.89,-567.906,-58.1857,0,56
18878,795.68,769.4,755.01,756.52,769.15,-61.52,-813.96,621.09,-1.72,0.73,2.6,-43.53,3777,0,20.0679,4.77767,-249.122,15704,-17412.7,-2412.71,-567.896,-63.0374,0,56
18914,798.27,768.92,755.12,756.37,769.67,-79.59,-826.66,615.23,1.34,-1.66,-0.11,-43.57,3784,0,20.0519,0.788846,-242.339,16631.9,-16923.7,-2152.35,-567.835,-68.6309,0,56
18950,800.91,768.28,755.04,756.03,770.07,-60.55,-824.71,608.89,-1.37,-1.1,-0.2,-44.43,3791,0,21.3618,-2.32221,-251.094,18691.2,-17656.3,-1559.8,-568.318,-74.4386,0,56
18986,803.22,767.59,755,755.68,770.37,-54.2,-798.34,623.54,-1.85,-2.53,1.95,-42.67,3798,0,22.6589,-0.15617,-262.631,20215,-18524.1,-1394.67,-568.533,-76.9703,0,56
19022,806.52,766.6,754.93,755.58,770.91,-75.68,-834.47,588.87,-1.25,-2.76,3.58,-46.23,3805,0,22.323,-1.6049,-269.66,21901.1,-19149.1,-1152.7,-569.012,-81.217,0,56
19058,810.05,766.16,754.83,755.62,771.66,-43.46,-833.01,657.71,-2.61,-2.75,2.63,-58.02,3813,0,23.7537,-3.82659,-278.523,24132,-20029.5,-649.775,-569.913,-86.6426,0,56
19096,811.84,766.01,754.77,755.72,772.08,-61.52,-817.87,613.77,2.58,0.13,2.31,-65.91,3820,0,25.4295,-2.1757,-290.706,26133.4,-20947.3,-258.623,-570.057,-89.896,0,56
19132,813.19,765.92,754.87,755.62,772.4,-31.25,-773.93,671.39,6.21,-1.59,1.45,-65.78,3827,0,26.9192,-1.68167,-299.422,27292.2,-21658.5,33.6584,-570.334,-91.1496,0,56
19168,813.77,765.56,754.93,755.62,772.47,-63.48,-811.04,598.14,-3.76,-0.29,1.63,-63.47,3835,0,26.5228,1.4412,-306.471,27528,-22304,-6.6651,-570.777,-89.8228,0,56
19204,813.09,765.18,754.87,755.77,772.23,-62.01,-818.36,603.52,0.45,-1.47,-0.24,-61.92,3842,0,27.1354,0.831867,-307.994,27883.3,-22442,298.129,-570.865,-90.5322,0,56
19240,811.54,765.06,754.97,756.09,771.92,-58.11,-798.34,633.3,1.16,-1.53,-1.42,-57.73,3849,0,28.2389,3.73956,-303.774,27591.3,-22093.4,386.473,-570.73,-90.8283,0,56
19276,808.02,765.86,755.02,756.48,771.35,-29.3,-801.76,653.32,0.99,-0.91,-3.89,-56.56,3856,0,26.1863,3.1124,-295.306,26396.3,-21655.4,372.31,-571.332,-89.3861,0,56
19315,802.43,766.6,755.06,756.95,770.26,-69.34,-833.01,598.63,-3.5,-1.02,-1.55,-49.15,3864,0,24.2611,4.56406,-282.156,23631.5,-20586.2,103.217,-570.96,-83.7503,0,56
19350,801.12,767.02,755.08,756.71,769.98,-63.48,-816.89,634.77,-1.37,3.32,-4.18,-44.01,3871,0,24.4661,5.81167,-261.83,20057.2,-18677.9,-181.227,-569.335,-76.6023,0,56
19386,794.04,767.13,755.04,756.99,768.3,-137.21,-793.95,576.17,-18.42,-0.25,-3.11,-25.76,3878,0,22.7305,10.2575,-251.426,17509.6,-17837.1,-845.357,-568.944,-69.6413,0,56
19422,795.58,768.11,755.11,756.78,768.9,-55.66,-856.45,576.66,18.53,-1.69,0.81,-33.98,3885,0,19.8652,2.17912,-233.762,16355,-16439.7,-674.375,-568.324,-69.9672,0,56
19458,790.37,766.02,754.88,755.97,766.81,-75.68,-776.86,641.11,-25.69,-4.18,7.79,6.73,3893,0,24.3566,15.6623,-218.089,13051.7,-14861.5,-1207.97,-566.144,-59.8465,0,56
19494,789.01,764.63,754.79,755.65,766.02,-25.88,-830.08,566.41,-9.22,6.19,2.02,25.18,3900,0,16.9549,5.48695,-224.829,14886,-15713.5,-480.882,-567.896,-66.2126,0,56
19533,794.04,762.32,754.73,755.24,766.58,-22.46,-764.16,715.82,-1.89,10.11,0.8,30.94,3908,0,9.2578,1.31547,-156.381,11790.1,-10872.7,-233.267,-567.527,-75.391,0,56
19568,792.46,761.49,754.75,755.23,765.98,-93.26,-806.64,685.55,-2.3,20.68,-8.12,43.56,3915,0,11.7581,-3.88244,-201.139,17734.8,-14501.6,408.111,-570.097,-88.1682,0,56
19605,797.32,762.26,754.76,755.35,767.43,-55.18,-843.75,545.9,3.6,-1.62,-3.56,19.23,3922,0,5.91783,-14.8196,-166.432,16547.6,-12532.3,486.483,-573.3,-99.4262,0,56
19641,796.85,761.57,754.81,755.26,767.12,-37.6,-744.63,744.63,-0.32,1.52,5.16,28.79,3929,0,15.4889,-11.1212,-201.308,19470.5,-14733.9,379.961,-571.196,-96.727,0,56
19677,803.55,763,754.88,755.51,769.23,4.39,-839.84,635.25,37.55,-11.06,-4.82,-7.54,3936,0,13.5187,-9.42639,-217.33,20387.2,-16078.2,385.913,-571.982,-93.8092,0,56
19713,807.41,763.34,754.86,755.72,770.33,-49.32,-843.75,645.02,9.56,0.1,2.79,-27.12,3944,0,18.6527,-8.10518,-241.733,22538.1,-17998.7,453.801,-572.456,-93.2445,0,56
19751,810.24,765.6,755.06,756.41,771.83,-64.94,-858.4,634.28,23.36,-1.21,-9.38,-60.05,3951,0,18.514,-2.41581,-277.284,24342.6,-20900.5,-165.38,-573.376,-87.7906,0,56
19787,812.45,766.38,755,756.36,772.55,-90.33,-863.77,574.22,-4.2,-1.96,-0.18,-74.66,3958,0,19.2649,-11.3396,-283.025,24506.5,-21349.4,490.399,-573.435,-86.593,0,56
19823,812.15,766.79,755.07,756.59,772.65,-79.1,-882.81,546.87,-6.86,2.73,-2.18,-78.46,3966,0,27.1315,9.60953,-332.074,25559.9,-24710.5,-1514.52,-572.413,-76.9706,0,56
19859,815.58,767.81,755.09,756.97,773.87,-37.11,-826.17,606.45,10.67,-3.38,-0.47,-103.66,3973,0,21.167,0.51881,-313.378,24898.4,-23430.9,-598.5,-572.769,-79.4561,0,56
19895,816.9,767.66,755.19,757.26,774.25,-50.29,-770.02,675.29,-7.02,1.87,2.56,-108.74,3980,0,26.5006,7.63184,-347.972,26603.2,-25837.2,-1462.93,-572.251,-76.4539,0,56
19933,817.54,768.33,755.16,757.32,774.58,-65.92,-768.55,650.39,-5.34,-0.06,-3.63,-117.8,3988,0,21.8926,6.33466,-371.103,28393.2,-28000,-1625.59,-573.451,-76.5104,0,56
19969,819.94,769.01,755.15,757.35,775.36,-72.27,-798.34,627.44,2.25,1.95,-1.44,-132.37,3995,0,16.4657,0.495473,-368.287,28087.4,-27842.3,-1383.13,-573.599,-76.2652,0,56
20005,817.75,768.98,755.04,757.06,774.71,-54.2,-804.2,627.44,-16.67,5.81,-0.83,-123,4002,0,13.8923,2.92705,-378.48,28696.7,-28765.4,-2092.58,-574.002,-75.8209,0,56
20041,815.97,769.02,755.15,757.22,774.34,-77.15,-823.24,569.82,4.6,1.47,-1.05,-116.75,4009,0,10.6645,5.7018,-380.575,28534.9,-28736.1,-2795.53,-573.507,-74.9786,0,56
20077,815.66,769.04,755,757.02,774.18,-54.2,-777.83,655.27,0.08,-2.05,-0.17,-116.84,4016,0,7.75942,-1.91851,-352.702,26709.4,-26412.4,-2256.81,-572.886,-75.7286,0,56
20113,815.22,768.45,755.1,756.73,773.87,-55.66,-812.99,609.86,-0.31,-0.02,-1.32,-103.81,4024,0,-0.670854,-1.75247,-358.871,26674.1,-27570.8,-3554.69,-574.827,-74.3279,0,56
20152,815.72,768.37,755.1,757.23,774.11,-77.15,-837.89,727.54,12.52,-4.79,-3.41,-112.06,4031,0,-3.28235,0.449136,-344.456,25830.7,-26664.4,-4071.34,-575.41,-74.9899,0,56
20187,813.49,768.61,755.09,757.22,773.6,-48.83,-781.74,687.99,-7.22,4.19,-0.17,-106.49,4038,0,-4.6799,-5.38997,-340.281,26756.6,-26379.2,-3265.43,-575.522,-78.6308,0,56
20223,812.7,769.05,755.08,757.32,773.53,-41.5,-808.59,611.82,-4.95,3.11,-3.52,-109.12,4046,0,-7.63568,-3.55019,-338.784,25363.9,-26462.8,-3819.85,-576.111,-74.8672,0,56
20259,812,769.82,755.1,757.43,773.59,-65.43,-812.01,583.98,-2.94,0.73,-1.76,-114.03,4053,0,-5.17975,-2.28341,-331.641,24387.5,-25582.8,-3766.61,-575.14,-73.5359,0,56
20295,813.1,770.72,755.1,757.55,774.12,-78.61,-842.77,579.1,-6.11,0.47,0.85,-126.73,4060,0,-3.50773,-4.26227,-334.219,24087.3,-25464.9,-3588.82,-574.192,-72.0704,0,56
20331,814.56,771.33,755.15,758.24,774.82,-77.64,-836.91,581.05,8.62,-1.79,0.97,-145.44,4067,0,-1.96002,-1.17251,-339.143,23864.3,-25736.8,-3864.07,-573.888,-70.366,0,56
20369,814.5,773.37,755.37,759.92,775.79,-33.69,-788.09,659.67,6.54,-0.92,-2,-180.91,4075,0,0.854836,-3.48348,-354.529,24741,-26674.1,-3694.62,-573.238,-69.7856,0,56
20405,812.36,775.05,755.5,761.3,776.05,-62.99,-829.1,607.91,3.23,-4.29,0.69,-204.22,4082,0,-0.00903105,-7.42821,-377.905,25524.9,-28627.3,-3312.23,-573.753,-67.5446,0,56
20441,810,775.92,755.74,762.37,776.01,-47.85,-810.55,618.16,0.3,-0.28,2.31,-212.9,4089,0,4.45636,-2.50024,-387.448,23122.2,-29052.2,-3428.34,-572.984,-59.6786,0,56
20476,807.92,776.42,755.74,763.02,775.77,-52.73,-802.25,630.86,2.38,-1.15,-0.45,-219.3,4096,0,9.16541,1.51585,-388.02,20720.4,-28696.9,-3314.95,-571.957,-53.4001,0,56
20512,806.19,776.49,755.83,763.14,775.41,-36.13,-791.02,639.65,-1.3,0.63,1.89,-213.35,4103,0,12.6313,4.5305,-384.405,18548.5,-28245.4,-3142.72,-571.478,-48.2523,0,56
20548,806.38,776.29,755.81,762.69,775.29,-44.43,-793.46,661.13,1.09,-3.6,-2.6,-206.25,4111,0,16.1987,6.41729,-377.347,16976.7,-27563.6,-2725.11,-571.046,-44.9895,0,56
20586,806.43,775.78,755.68,762.12,775,-46.88,-795.41,625.98,-1.8,0.92,-0.14,-197.3,4118,0,20.0846,2.75377,-373.508,17029.1,-26996.2,-1814.81,-570.278,-45.5925,0,56
20622,806.9,775.11,755.54,761.52,774.77,-43.95,-812.01,641.11,-3.18,0.34,1.27,-188.23,4125,0,22.241,0.68252,-367.384,17585.9,-26382.8,-1455.31,-569.812,-47.8685,0,56
20658,807.05,774.32,755.5,760.55,774.35,-48.83,-811.52,643.07,-3.01,0.58,-2.73,-169.01,4133,0,25.1276,-0.672593,-357.687,18002.9,-25532.3,-848.391,-569.382,-50.3317,0,56
20694,807.9,773.33,755.42,760.01,774.16,-52.73,-820.8,632.81,-5.25,2.61,2.27,-158.13,4140,0,27.3718,-2.34591,-350.53,18726.5,-24829.1,-480.055,-568.833,-53.424,0,56
20730,807.06,772.42,755.37,759.85,773.67,-70.8,-804.2,622.07,-1.82,2.26,0.37,-146.89,4147,0,26.3467,-0.596869,-339.683,19476.1,-24111.2,-821.802,-568.982,-57.3364,0,56
20766,805.97,771.59,755.37,759.7,773.16,-53.22,-810.06,628.91,2.52,1.81,-1.89,-134.13,4154,0,25.9174,0.876081,-329.552,19991.2,-23280.5,-677.288,-568.643,-60.6624,0,56
20805,803.82,771.05,755.32,759.26,772.36,-53.71,-813.48,631.35,-2.21,3.78,-2.45,-117.1,4162,0,26.001,1.73206,-312.957,19188.9,-22189.8,-580.101,-568.904,-61.3151,0,56
20841,798.92,771.01,755.33,759.15,771.1,-60.06,-808.11,610.84,-5.15,-0.83,-0.97,-98.07,4169,0,22.401,2.96433,-299.814,18553.6,-21490.6,-1192.69,-569.68,-61.8837,0,56
20877,795.65,771.11,755.36,758.86,770.25,-73.73,-798.83,644.04,-9.37,3.19,-3.51,-82.74,4176,0,21.471,3.77436,-273.326,16279.5,-19376.2,-1489.8,-568.889,-59.5591,0,56
20913,791.85,771.21,755.29,758.54,769.22,-60.06,-811.52,622.07,-9.21,3.19,-0.52,-67.5,4184,0,21.6976,2.91356,-254.119,13930.9,-17629.6,-1638.8,-567.375,-54.82,0,56
20949,789.48,770.99,755.26,758.53,768.56,-61.52,-833.01,603.03,-6.4,4.4,-1.05,-58.47,4191,0,21.351,2.47736,-233.033,12148.8,-15952.8,-1849.03,-566.458,-52.1319,0,56
20987,787.87,771.08,755.41,758.98,768.33,-83.5,-829.59,562.5,4.06,-0.31,0.27,-56.51,4198,0,21.1029,3.47743,-218.973,11028.4,-14794.2,-2030.9,-565.562,-50.3632,0,56
21023,788.82,769.84,755.25,758.98,768.22,-65.92,-775.39,640.14,9.31,-0.98,1.05,-53.66,4206,0,19.2251,4.08483,-209.229,9833.23,-14102,-2080.37,-565.4,-46.9977,0,56
21059,789.44,769.8,755.34,759.21,768.45,-56.15,-800.78,622.56,3.91,-1.24,-0.65,-56.7,4213,0,17.8118,7.51184,-217.801,10367.3,-15012.1,-1921.17,-566.926,-47.5995,0,56
21095,790.72,770.44,755.32,758.99,768.87,-28.81,-803.22,612.79,0.68,1.72,-4.22,-63.53,4220,0,14.7454,2.87549,-216.938,11481.5,-15245.3,-1267.59,-568.275,-52.9252,0,56
21131,793.63,770.75,755.41,759.02,769.71,-82.52,-828.12,578.61,2.87,2.11,-2.4,-74.11,4227,0,15.325,5.58013,-225.717,11624.7,-15862.8,-1510.62,-568.278,-51.501,0,56
21167,795.09,770.8,755.32,758.71,769.98,-47.36,-790.04,650.39,-0.7,2.4,-1.05,-77.32,4234,0,18.5881,5.52503,-242.95,13108,-16932.9,-1715.88,-567.698,-53.9503,0,56
21204,795.39,771.09,755.26,758.16,769.97,-42.97,-817.38,625.98,-6.27,2.24,-5.63,-73.88,4242,0,19.0092,6.24248,-260.406,14656.5,-18365,-2134.58,-568.524,-56.283,0,56
21240,796.64,771.63,755.33,758.32,770.48,-77.64,-839.36,599.12,-1.26,0.97,0.85,-83.14,4249,0,17.6961,3.63987,-258.555,14861.4,-18239.8,-2318.98,-568.545,-57.4786,0,56
21276,797.86,771.56,755.36,758.7,770.87,-62.99,-836.43,601.07,13.4,0.02,-2.41,-91.47,4256,0,20.5037,-0.0193484,-261.833,15712.4,-18142.3,-2248.65,-567.29,-60.0084,0,56
21312,799.02,771.12,755.48,759.26,771.22,-65.92,-785.64,648.44,11.54,-5.08,2.15,-97.33,4263,0,24.3168,-4.11163,-273.606,16494.8,-18924.9,-1709.95,-567.168,-60.2875,0,56
21348,798.44,770.36,755.46,759.48,770.94,-45.9,-801.27,624.02,7.68,-2.81,3.36,-93.09,4271,0,23.902,-0.0972253,-288.314,16971.8,-20583,-2129.96,-569.391,-58.8661,0,56
21383,796.91,769.84,755.5,759.94,770.55,-61.52,-808.11,618.65,8.88,-5.89,0.33,-89.31,4278,0,23.5354,4.74608,-289.674,16578.8,-21156.7,-2231.69,-571.036,-57.232,0,56
21421,796.17,769.46,755.53,760.33,770.37,-51.76,-763.18,666.02,2.95,-2.52,-0.82,-88.63,4285,0,22.7909,5.68152,-284.071,15924.9,-21060.1,-2284.43,-572.137,-56.0589,0,56
21457,795.87,769.46,755.59,760.24,770.29,-62.5,-787.11,644.04,-2.2,2.55,1.18,-85.06,4292,0,20.1298,6.23384,-277.153,14796.8,-21037.9,-2344.45,-573.907,-53.3891,0,56
21493,795.93,769.54,755.57,760.3,770.33,-70.31,-808.59,623.05,-4.56,-0.36,-2.19,-87.19,4300,0,19.5656,5.43836,-277.966,14742.5,-21068.5,-2116.69,-573.795,-53.037,0,56
21530,794.83,769.34,755.52,760.4,770.03,-54.2,-795.41,634.77,2.77,-0.53,0.15,-84.58,4307,0,22.4544,2.99653,-277.338,14797,-20765,-1717.71,-572.873,-53.3535,0,56
21565,794.76,769.1,755.56,760.31,769.93,-46.88,-794.92,654.79,-0.8,1.15,-1.74,-79.86,4314,0,21.8437,2.48312,-272.14,14355.6,-20399.7,-1852.93,-572.961,-52.7511,0,56
21601,795.09,768.44,755.53,760.21,769.82,-38.57,-796.87,653.81,2.93,-0.77,0.48,-75.02,4321,0,20.1069,2.69603,-270.949,14104.9,-20541.9,-2045.46,-573.815,-52.0574,0,56
21639,796.23,768,755.53,760.14,769.98,-48.34,-803.71,641.11,1.5,-2.37,0.18,-74.36,4329,0,20.5701,2.72823,-270.962,14386.2,-20831.1,-2022.35,-574.879,-53.0933,0,56
21675,797.47,767.51,755.53,760.19,770.17,-65.92,-798.83,627.93,3.61,-3.95,0.42,-75.37,4336,0,21.4676,2.33078,-276.314,15382.4,-21365.4,-1864.68,-575.323,-55.6694,0,56
21711,798.12,766.97,755.54,760.25,770.22,-55.66,-788.57,661.62,9.73,-1.89,1.61,-73.98,4343,0,22.3917,2.23201,-283.715,16435.2,-22082.6,-1647.23,-575.834,-57.9283,0,56
21747,798.55,766.35,755.58,760.28,770.19,-56.15,-789.06,652.34,4.38,-2.74,0.87,-70.15,4350,0,22.6856,1.85995,-290.817,17246,-22965.1,-1542.48,-576.967,-59.3019,0,56
21783,798.58,765.85,755.54,760.38,770.09,-45.9,-783.69,666.02,0.57,-1.89,1.99,-68.49,4358,0,22.7658,2.10969,-295.997,17729.7,-23745.5,-1421.03,-578.222,-59.8982,0,56
21818,798.81,765.54,755.59,760.38,770.08,-62.99,-783.2,655.27,1.54,-3.4,-0.95,-65.51,4365,0,22.4033,2.32014,-298.205,17975,-24307.6,-1439.98,-579.513,-60.277,0,56
21856,799.44,765.16,755.57,760.08,770.06,-56.64,-778.81,667.97,2.98,-2.86,-1.36,-60.85,4372,0,22.19,2.97994,-299.908,18181,-24636.8,-1413.91,-580.148,-60.6221,0,56
21892,800.44,764.93,755.53,759.88,770.19,-56.15,-786.62,663.57,0.25,-2.13,-1.27,-60.51,4379,0,22.3804,3.503,-300.994,18581.2,-24770.7,-1290.14,-580.296,-61.7331,0,56
21927,801.14,764.72,755.52,759.66,770.26,-31.25,-772.46,687.99,1.41,-3,1.22,-58.23,4386,0,22.4953,2.6133,-304.337,19277.5,-25227.5,-1044.63,-580.893,-63.3428,0,56
21963,802.37,764.62,755.51,758.99,770.37,-41.5,-771.48,664.55,1.7,1.37,-0.08,-51.96,4394,0,22.2478,2.68075,-306.619,19886.8,-25490,-880.98,-581.132,-64.8584,0,56
21999,804.92,764.85,755.41,758.15,770.83,-50.29,-794.92,662.6,-5.77,1.67,-2.06,-52.8,4401,0,22.9428,2.59436,-306.654,20530.4,-25420.2,-709.047,-580.896,-66.9499,0,56
22034,805.14,764.87,755.33,757.73,770.77,-57.13,-813.96,636.72,-9.37,2.08,-2.88,-49.39,4408,0,22.3011,1.27687,-306.895,21950.2,-24926.5,-420.397,-579.222,-71.5235,0,56
22073,805.22,764.56,755.19,756.99,770.49,-48.34,-791.02,660.16,-7.16,3.92,-0.87,-39.92,4416,0,22.0075,-0.785731,-293.944,22306.3,-23061.9,123.371,-576.456,-75.887,0,56
22108,803.63,763.96,755.09,756,769.67,-75.2,-760.74,658.2,-19.31,4.94,-2.51,-17.53,4423,0,20.8159,2.37166,-282.392,21965.5,-21873.7,134.958,-575.459,-77.7838,0,56
22144,798.84,762.87,754.94,755.49,768.03,-66.41,-802.25,627.93,-27.56,2.65,0.56,11.52,4430,0,18.1254,-4.94342,-264.308,21818.3,-20273.9,668.628,-574.706,-82.5517,0,56
22179,789.63,762.2,754.9,755.56,765.57,-101.07,-760.74,642.58,-14.27,0.65,-2.72,46.54,4437,0,17.8992,-8.09899,-236.495,20615.7,-17794.2,1057.39,-573.243,-87.1702,0,56
22215,790.93,762.83,754.99,755.83,766.14,-28.81,-839.84,642.09,21.72,1.68,-2.4,35.17,4444,0,12.2956,-11.0125,-177.857,16057.1,-13317,1102.17,-572.88,-90.2842,0,56
22253,787.81,762.82,755.04,756.26,765.48,-53.71,-873.05,596.68,-7.44,-2.73,0.66,40.95,4452,0,15.1661,-2.93511,-171.119,14037.9,-12826.2,-43.8736,-572.95,-82.0483,0,56
22289,794.51,765.34,755.26,757.77,768.22,-70.8,-944.34,458.01,26.23,-4.92,-4.46,-18.98,4459,0,12.8218,-9.44638,-173.412,13642.1,-13290,37.5384,-574.639,-78.6657,0,56
22325,795.1,765.25,755.34,757.99,768.42,-41.02,-755.37,722.17,-8.45,1.98,0.67,-21.64,4466,0,17.2101,-2.85003,-190.249,13549.1,-14321,-353.745,-573.276,-71.2285,0,56
